time,longitude,latitude,pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
2018-07-27 23:08:40,-119.7953,39.5683, 849.6, 1518, 35.4,  6.7,  6.7, 17, 17, 7.24,292, 4.6
2018-07-27 23:08:41,-119.7952,39.5683, 849.0, 1523, 35.3,  6.5,  6.5, 17, 17, 7.19,290, 4.7
2018-07-27 23:08:42,-119.7950,39.5683, 848.5, 1529, 35.2,  6.4,  6.4, 17, 17, 7.13,287, 4.7
2018-07-27 23:08:43,-119.7950,39.5683, 848.0, 1535, 35.1,  6.3,  6.3, 17, 17, 7.08,285, 4.8
2018-07-27 23:08:44,-119.7950,39.5683, 847.4, 1540, 35.0,  6.2,  6.2, 17, 17, 7.03,282, 4.8
2018-07-27 23:08:45,-119.7949,39.5684, 846.9, 1546, 34.9,  6.1,  6.1, 17, 17, 6.97,279, 4.9
2018-07-27 23:08:46,-119.7949,39.5684, 846.4, 1552, 34.8,  6.0,  6.0, 17, 17, 6.92,278, 4.9
2018-07-27 23:08:47,-119.7948,39.5684, 845.9, 1557, 34.7,  5.8,  5.8, 17, 17, 6.87,276, 5.0
2018-07-27 23:08:48,-119.7947,39.5684, 845.3, 1563, 34.6,  5.7,  5.7, 17, 17, 6.82,273, 5.1
2018-07-27 23:08:49,-119.7946,39.5684, 844.8, 1569, 34.5,  5.6,  5.6, 17, 17, 6.76,271, 5.3
2018-07-27 23:08:50,-119.7945,39.5684, 844.3, 1574, 34.4,  5.5,  5.5, 17, 17, 6.72,270, 5.4
2018-07-27 23:08:51,-119.7944,39.5684, 843.8, 1580, 34.3,  5.4,  5.4, 17, 17, 6.66,268, 5.5
2018-07-27 23:08:52,-119.7943,39.5685, 843.2, 1586, 34.2,  5.3,  5.3, 17, 17, 6.61,266, 5.6
2018-07-27 23:08:53,-119.7943,39.5685, 842.7, 1591, 34.1,  5.1,  5.1, 17, 17, 6.57,264, 5.7
2018-07-27 23:08:54,-119.7942,39.5685, 842.2, 1597, 34.0,  5.0,  5.0, 16, 16, 6.51,262, 5.9
2018-07-27 23:08:55,-119.7941,39.5686, 841.6, 1602, 33.9,  4.9,  4.9, 16, 16, 6.46,261, 6.0
2018-07-27 23:08:56,-119.7939,39.5686, 841.1, 1608, 33.8,  4.8,  4.8, 16, 16, 6.42,260, 6.1
2018-07-27 23:08:57,-119.7938,39.5686, 840.6, 1614, 33.7,  4.7,  4.7, 16, 16, 6.37,258, 6.2
2018-07-27 23:08:58,-119.7937,39.5686, 840.1, 1619, 33.6,  4.6,  4.6, 16, 16, 6.32,256, 6.4
2018-07-27 23:08:59,-119.7937,39.5686, 839.5, 1625, 33.5,  4.4,  4.4, 16, 16, 6.27,256, 6.5
2018-07-27 23:09:00,-119.7936,39.5686, 839.0, 1631, 33.4,  4.3,  4.3, 16, 16, 6.22,254, 6.6
2018-07-27 23:09:01,-119.7936,39.5686, 838.5, 1636, 33.3,  4.2,  4.2, 16, 16, 6.17,253, 6.8
2018-07-27 23:09:02,-119.7935,39.5686, 838.0, 1642, 33.2,  4.1,  4.1, 16, 16, 6.13,252, 7.0
2018-07-27 23:09:03,-119.7934,39.5687, 837.5, 1647, 33.1,  4.0,  4.0, 16, 16, 6.08,251, 7.1
2018-07-27 23:09:04,-119.7933,39.5688, 836.9, 1653, 33.0,  3.9,  3.9, 16, 16, 6.04,250, 7.1
2018-07-27 23:09:05,-119.7932,39.5688, 836.4, 1659, 32.9,  3.7,  3.7, 16, 16, 5.99,250, 7.2
2018-07-27 23:09:06,-119.7932,39.5689, 835.9, 1664, 32.8,  3.6,  3.6, 16, 16, 5.94,250, 7.2
2018-07-27 23:09:07,-119.7931,39.5689, 835.4, 1670, 32.7,  3.5,  3.5, 16, 16, 5.90,250, 7.2
2018-07-27 23:09:08,-119.7931,39.5689, 834.8, 1676, 32.6,  3.4,  3.4, 16, 16, 5.85,249, 7.3
2018-07-27 23:09:09,-119.7931,39.5689, 834.3, 1681, 32.4,  3.3,  3.3, 16, 16, 5.80,249, 7.3
2018-07-27 23:09:10,-119.7929,39.5689, 833.8, 1687, 32.3,  3.2,  3.2, 16, 16, 5.76,248, 7.3
2018-07-27 23:09:11,-119.7928,39.5689, 833.3, 1692, 32.2,  3.0,  3.0, 16, 16, 5.72,248, 7.4
2018-07-27 23:09:12,-119.7927,39.5689, 832.8, 1698, 32.1,  2.9,  2.9, 16, 16, 5.67,248, 7.4
2018-07-27 23:09:13,-119.7925,39.5689, 832.2, 1704, 32.0,  2.8,  2.8, 16, 16, 5.63,247, 7.5
2018-07-27 23:09:14,-119.7924,39.5690, 831.7, 1709, 31.9,  2.7,  2.7, 16, 16, 5.59,247, 7.5
2018-07-27 23:09:15,-119.7924,39.5690, 831.2, 1715, 31.8,  2.6,  2.6, 16, 16, 5.54,247, 7.5
2018-07-27 23:09:16,-119.7923,39.5690, 830.7, 1720, 31.7,  2.4,  2.4, 16, 16, 5.50,247, 7.5
2018-07-27 23:09:17,-119.7923,39.5690, 830.2, 1726, 31.6,  2.3,  2.3, 16, 16, 5.45,247, 7.5
2018-07-27 23:09:18,-119.7922,39.5690, 829.7, 1732, 31.5,  2.2,  2.2, 15, 15, 5.41,247, 7.5
2018-07-27 23:09:19,-119.7921,39.5690, 829.1, 1737, 31.4,  2.1,  2.1, 15, 15, 5.37,246, 7.6
2018-07-27 23:09:20,-119.7920,39.5690, 828.6, 1743, 31.3,  2.0,  2.0, 15, 15, 5.33,246, 7.6
2018-07-27 23:09:21,-119.7920,39.5691, 828.1, 1748, 31.2,  1.9,  1.9, 15, 15, 5.29,245, 7.6
2018-07-27 23:09:22,-119.7920,39.5692, 827.6, 1754, 31.1,  1.7,  1.7, 15, 15, 5.24,245, 7.7
2018-07-27 23:09:23,-119.7920,39.5692, 827.1, 1759, 31.0,  1.6,  1.6, 15, 15, 5.20,245, 7.7
2018-07-27 23:09:24,-119.7919,39.5692, 826.5, 1765, 30.9,  1.5,  1.5, 15, 15, 5.16,246, 7.8
2018-07-27 23:09:25,-119.7919,39.5693, 826.0, 1771, 30.8,  1.4,  1.4, 15, 15, 5.12,246, 7.9
2018-07-27 23:09:26,-119.7918,39.5693, 825.5, 1776, 30.7,  1.3,  1.3, 15, 15, 5.08,245, 7.9
2018-07-27 23:09:27,-119.7917,39.5694, 825.0, 1782, 30.6,  1.1,  1.1, 15, 15, 5.04,246, 8.0
2018-07-27 23:09:28,-119.7915,39.5695, 824.5, 1787, 30.5,  1.0,  1.0, 15, 15, 5.00,246, 8.1
2018-07-27 23:09:29,-119.7914,39.5695, 824.0, 1793, 30.4,  0.9,  0.9, 15, 15, 4.96,246, 8.2
2018-07-27 23:09:30,-119.7914,39.5696, 823.5, 1798, 30.3,  0.8,  0.8, 15, 15, 4.92,247, 8.2
2018-07-27 23:09:31,-119.7913,39.5696, 822.9, 1804, 30.2,  0.7,  0.7, 15, 15, 4.88,247, 8.2
2018-07-27 23:09:32,-119.7912,39.5696, 822.4, 1810, 30.1,  0.6,  0.6, 15, 15, 4.84,248, 8.3
2018-07-27 23:09:33,-119.7912,39.5696, 821.9, 1815, 30.0,  0.4,  0.4, 15, 15, 4.80,248, 8.4
2018-07-27 23:09:34,-119.7910,39.5695, 821.4, 1821, 29.9,  0.3,  0.3, 15, 15, 4.77,249, 8.5
2018-07-27 23:09:35,-119.7909,39.5696, 821.0, 1825, 29.8,  0.3,  0.3, 15, 15, 4.75,249, 8.5
2018-07-27 23:09:36,-119.7907,39.5696, 820.6, 1829, 29.8,  0.2,  0.2, 15, 15, 4.74,249, 8.5
2018-07-27 23:09:37,-119.7906,39.5697, 820.1, 1835, 29.7,  0.2,  0.2, 15, 15, 4.74,249, 8.5
2018-07-27 23:09:38,-119.7904,39.5697, 819.7, 1840, 29.7,  0.2,  0.2, 15, 15, 4.73,250, 8.5
2018-07-27 23:09:39,-119.7904,39.5698, 819.2, 1845, 29.6,  0.2,  0.2, 15, 15, 4.73,250, 8.5
2018-07-27 23:09:40,-119.7903,39.5698, 818.7, 1850, 29.6,  0.1,  0.1, 15, 15, 4.72,251, 8.6
2018-07-27 23:09:41,-119.7903,39.5699, 818.3, 1854, 29.6,  0.1,  0.1, 15, 15, 4.72,252, 8.5
2018-07-27 23:09:42,-119.7902,39.5699, 817.8, 1859, 29.5,  0.1,  0.1, 15, 15, 4.71,252, 8.5
2018-07-27 23:09:43,-119.7901,39.5698, 817.3, 1865, 29.5,  0.1,  0.1, 15, 15, 4.71,252, 8.6
2018-07-27 23:09:44,-119.7900,39.5698, 816.8, 1871, 29.4,  0.1,  0.1, 15, 15, 4.70,253, 8.6
2018-07-27 23:09:45,-119.7898,39.5698, 816.2, 1877, 29.4,  0.0,  0.0, 15, 15, 4.69,253, 8.7
2018-07-27 23:09:46,-119.7897,39.5699, 815.6, 1883, 29.3, -0.0, -0.0, 15, 15, 4.69,253, 8.7
2018-07-27 23:09:47,-119.7896,39.5699, 815.0, 1890, 29.2, -0.0, -0.0, 15, 15, 4.68,254, 8.6
2018-07-27 23:09:48,-119.7895,39.5700, 814.4, 1897, 29.2, -0.0, -0.1, 15, 15, 4.68,254, 8.6
2018-07-27 23:09:49,-119.7894,39.5700, 813.8, 1903, 29.1, -0.0, -0.1, 15, 15, 4.69,255, 8.6
2018-07-27 23:09:50,-119.7894,39.5701, 813.2, 1910, 29.0, -0.0, -0.1, 15, 15, 4.69,255, 8.6
2018-07-27 23:09:51,-119.7893,39.5701, 812.5, 1918, 29.0, -0.1, -0.1, 15, 15, 4.69,255, 8.7
2018-07-27 23:09:52,-119.7893,39.5700, 811.8, 1925, 28.9, -0.1, -0.1, 15, 15, 4.69,256, 8.7
2018-07-27 23:09:53,-119.7892,39.5700, 811.0, 1933, 28.8, -0.1, -0.1, 15, 15, 4.69,257, 8.6
2018-07-27 23:09:54,-119.7890,39.5700, 810.3, 1941, 28.8, -0.1, -0.1, 15, 15, 4.70,257, 8.6
2018-07-27 23:09:55,-119.7888,39.5701, 809.6, 1949, 28.7, -0.1, -0.1, 15, 15, 4.70,257, 8.6
2018-07-27 23:09:56,-119.7887,39.5702, 808.8, 1957, 28.6, -0.1, -0.1, 16, 16, 4.70,256, 8.5
2018-07-27 23:09:57,-119.7886,39.5702, 808.1, 1965, 28.5, -0.1, -0.1, 16, 16, 4.71,257, 8.4
2018-07-27 23:09:58,-119.7885,39.5703, 807.4, 1973, 28.4, -0.1, -0.1, 16, 16, 4.71,257, 8.4
2018-07-27 23:09:59,-119.7884,39.5702, 806.7, 1981, 28.4, -0.1, -0.1, 16, 16, 4.70,257, 8.3
2018-07-27 23:10:00,-119.7883,39.5702, 806.0, 1989, 28.3, -0.1, -0.1, 16, 16, 4.70,257, 8.2
2018-07-27 23:10:01,-119.7882,39.5701, 805.3, 1996, 28.2, -0.2, -0.2, 16, 16, 4.69,257, 8.2
2018-07-27 23:10:02,-119.7881,39.5701, 804.7, 2003, 28.1, -0.2, -0.2, 16, 16, 4.68,257, 8.1
2018-07-27 23:10:03,-119.7880,39.5701, 804.0, 2010, 28.1, -0.2, -0.2, 16, 16, 4.68,257, 8.1
2018-07-27 23:10:04,-119.7880,39.5701, 803.4, 2017, 28.0, -0.2, -0.2, 16, 16, 4.68,256, 8.0
2018-07-27 23:10:05,-119.7879,39.5702, 802.7, 2024, 27.9, -0.3, -0.2, 16, 16, 4.68,256, 7.9
2018-07-27 23:10:06,-119.7878,39.5702, 802.1, 2032, 27.9, -0.3, -0.3, 16, 16, 4.67,256, 7.9
2018-07-27 23:10:07,-119.7878,39.5702, 801.4, 2039, 27.8, -0.4, -0.3, 16, 16, 4.65,256, 7.9
2018-07-27 23:10:08,-119.7877,39.5702, 800.8, 2046, 27.7, -0.4, -0.4, 16, 16, 4.64,256, 7.8
2018-07-27 23:10:09,-119.7876,39.5701, 800.2, 2053, 27.6, -0.4, -0.4, 16, 16, 4.63,255, 7.9
2018-07-27 23:10:10,-119.7874,39.5701, 799.5, 2060, 27.5, -0.4, -0.4, 16, 16, 4.63,255, 7.9
2018-07-27 23:10:11,-119.7873,39.5702, 798.9, 2067, 27.5, -0.5, -0.4, 16, 16, 4.63,255, 7.8
2018-07-27 23:10:12,-119.7872,39.5703, 798.2, 2075, 27.4, -0.5, -0.4, 16, 16, 4.62,254, 7.8
2018-07-27 23:10:13,-119.7871,39.5703, 797.5, 2082, 27.4, -0.5, -0.5, 16, 16, 4.61,254, 7.7
2018-07-27 23:10:14,-119.7871,39.5703, 796.8, 2090, 27.3, -0.6, -0.5, 16, 16, 4.60,254, 7.7
2018-07-27 23:10:15,-119.7870,39.5703, 796.1, 2098, 27.2, -0.6, -0.6, 16, 16, 4.59,254, 7.6
2018-07-27 23:10:16,-119.7869,39.5703, 795.4, 2105, 27.1, -0.7, -0.6, 16, 16, 4.58,254, 7.6
2018-07-27 23:10:17,-119.7867,39.5703, 794.7, 2113, 27.0, -0.7, -0.6, 16, 16, 4.57,254, 7.6
2018-07-27 23:10:18,-119.7866,39.5704, 794.0, 2121, 27.0, -0.8, -0.7, 16, 16, 4.56,253, 7.5
2018-07-27 23:10:19,-119.7865,39.5704, 793.2, 2130, 26.9, -0.8, -0.7, 16, 16, 4.54,253, 7.5
2018-07-27 23:10:20,-119.7865,39.5705, 792.9, 2134, 26.9, -0.8, -0.8, 16, 16, 4.54,254, 7.5
2018-07-27 23:10:21,-119.7865,39.5705, 791.8, 2146, 26.7, -0.9, -0.8, 16, 16, 4.51,254, 7.5
2018-07-27 23:10:22,-119.7864,39.5705, 791.0, 2155, 26.6, -1.0, -0.9, 16, 16, 4.50,254, 7.5
2018-07-27 23:10:23,-119.7863,39.5705, 790.2, 2163, 26.5, -1.0, -0.9, 16, 16, 4.48,254, 7.5
2018-07-27 23:10:24,-119.7863,39.5706, 789.5, 2171, 26.4, -1.1, -1.0, 16, 16, 4.47,254, 7.5
2018-07-27 23:10:25,-119.7863,39.5707, 788.7, 2180, 26.3, -1.1, -1.0, 16, 16, 4.46,254, 7.5
2018-07-27 23:10:26,-119.7863,39.5707, 788.0, 2188, 26.2, -1.2, -1.1, 16, 16, 4.45,254, 7.5
2018-07-27 23:10:27,-119.7863,39.5707, 787.2, 2196, 26.1, -1.2, -1.1, 17, 17, 4.44,254, 7.5
2018-07-27 23:10:28,-119.7862,39.5707, 786.5, 2205, 26.0, -1.3, -1.1, 17, 17, 4.43,255, 7.5
2018-07-27 23:10:29,-119.7861,39.5707, 785.7, 2214, 25.9, -1.3, -1.2, 17, 17, 4.42,256, 7.6
2018-07-27 23:10:30,-119.7860,39.5707, 784.9, 2222, 25.8, -1.4, -1.2, 17, 17, 4.41,256, 7.7
2018-07-27 23:10:31,-119.7858,39.5707, 784.2, 2231, 25.8, -1.4, -1.3, 17, 17, 4.39,257, 7.8
2018-07-27 23:10:32,-119.7857,39.5708, 783.4, 2239, 25.7, -1.5, -1.3, 17, 17, 4.38,257, 7.8
2018-07-27 23:10:33,-119.7856,39.5709, 782.6, 2248, 25.6, -1.5, -1.4, 17, 17, 4.37,258, 7.9
2018-07-27 23:10:34,-119.7855,39.5709, 781.9, 2256, 25.5, -1.5, -1.4, 17, 17, 4.37,258, 7.9
2018-07-27 23:10:35,-119.7854,39.5710, 781.2, 2264, 25.5, -1.5, -1.4, 17, 17, 4.37,258, 8.0
2018-07-27 23:10:36,-119.7853,39.5709, 780.5, 2272, 25.4, -1.6, -1.4, 17, 17, 4.37,259, 8.0
2018-07-27 23:10:37,-119.7852,39.5709, 779.7, 2280, 25.3, -1.6, -1.4, 17, 17, 4.37,259, 8.1
2018-07-27 23:10:38,-119.7851,39.5709, 779.0, 2289, 25.3, -1.6, -1.4, 17, 17, 4.36,260, 8.1
2018-07-27 23:10:39,-119.7850,39.5708, 778.2, 2297, 25.2, -1.7, -1.5, 17, 17, 4.34,260, 8.2
2018-07-27 23:10:40,-119.7850,39.5708, 777.5, 2306, 25.1, -1.7, -1.5, 17, 17, 4.34,260, 8.3
2018-07-27 23:10:41,-119.7849,39.5708, 776.7, 2315, 25.0, -1.7, -1.5, 17, 17, 4.34,261, 8.4
2018-07-27 23:10:42,-119.7848,39.5708, 775.9, 2324, 24.9, -1.8, -1.6, 17, 17, 4.33,261, 8.4
2018-07-27 23:10:43,-119.7848,39.5709, 775.1, 2332, 24.8, -1.8, -1.6, 17, 17, 4.32,261, 8.5
2018-07-27 23:10:44,-119.7847,39.5709, 774.3, 2342, 24.7, -1.9, -1.7, 17, 17, 4.30,261, 8.6
2018-07-27 23:10:45,-119.7845,39.5709, 773.4, 2351, 24.6, -1.9, -1.7, 17, 17, 4.29,262, 8.7
2018-07-27 23:10:46,-119.7844,39.5709, 772.5, 2361, 24.5, -2.0, -1.8, 17, 17, 4.28,262, 8.8
2018-07-27 23:10:47,-119.7842,39.5709, 771.6, 2372, 24.4, -2.0, -1.8, 17, 17, 4.27,262, 8.9
2018-07-27 23:10:48,-119.7841,39.5709, 770.7, 2382, 24.3, -2.0, -1.8, 17, 17, 4.27,262, 9.0
2018-07-27 23:10:49,-119.7840,39.5709, 769.8, 2393, 24.2, -2.1, -1.8, 17, 17, 4.27,262, 9.1
2018-07-27 23:10:50,-119.7839,39.5708, 768.9, 2403, 24.1, -2.1, -1.9, 17, 17, 4.26,262, 9.1
2018-07-27 23:10:51,-119.7838,39.5708, 768.0, 2413, 24.0, -2.1, -1.9, 18, 18, 4.26,262, 9.2
2018-07-27 23:10:52,-119.7837,39.5708, 767.1, 2424, 24.0, -2.1, -1.9, 18, 18, 4.27,262, 9.2
2018-07-27 23:10:53,-119.7836,39.5709, 766.1, 2434, 23.9, -2.1, -1.9, 18, 18, 4.27,262, 9.3
2018-07-27 23:10:54,-119.7835,39.5709, 765.7, 2438, 23.9, -2.1, -1.9, 18, 18, 4.28,262, 9.4
2018-07-27 23:10:55,-119.7834,39.5710, 764.2, 2456, 23.7, -2.1, -1.9, 18, 18, 4.29,262, 9.4
2018-07-27 23:10:56,-119.7833,39.5710, 763.3, 2467, 23.6, -2.1, -1.9, 18, 18, 4.30,262, 9.5
2018-07-27 23:10:57,-119.7832,39.5709, 762.3, 2477, 23.5, -2.1, -1.9, 18, 18, 4.29,262, 9.6
2018-07-27 23:10:58,-119.7830,39.5709, 761.4, 2488, 23.4, -2.2, -1.9, 18, 18, 4.28,262, 9.6
2018-07-27 23:10:59,-119.7829,39.5709, 760.5, 2498, 23.3, -2.2, -2.0, 18, 18, 4.28,261, 9.6
2018-07-27 23:11:00,-119.7828,39.5708, 759.7, 2508, 23.3, -2.3, -2.0, 18, 18, 4.27,261, 9.7
2018-07-27 23:11:01,-119.7827,39.5709, 758.8, 2517, 23.2, -2.3, -2.0, 18, 18, 4.26,261, 9.7
2018-07-27 23:11:02,-119.7826,39.5709, 758.0, 2527, 23.1, -2.4, -2.1, 18, 18, 4.24,261, 9.7
2018-07-27 23:11:03,-119.7825,39.5710, 757.2, 2536, 23.0, -2.5, -2.2, 18, 18, 4.21,260, 9.8
2018-07-27 23:11:04,-119.7824,39.5710, 756.4, 2545, 22.9, -2.5, -2.3, 18, 18, 4.19,260, 9.8
2018-07-27 23:11:05,-119.7822,39.5711, 755.6, 2554, 22.9, -2.6, -2.3, 18, 18, 4.17,259, 9.9
2018-07-27 23:11:06,-119.7820,39.5711, 754.9, 2563, 22.8, -2.7, -2.4, 18, 18, 4.16,259, 9.9
2018-07-27 23:11:07,-119.7819,39.5712, 754.2, 2571, 22.7, -2.8, -2.4, 18, 18, 4.14,259, 9.9
2018-07-27 23:11:08,-119.7818,39.5712, 753.4, 2580, 22.6, -2.8, -2.5, 18, 18, 4.13,259, 9.9
2018-07-27 23:11:09,-119.7817,39.5712, 752.7, 2588, 22.6, -2.8, -2.5, 18, 18, 4.13,259, 9.8
2018-07-27 23:11:10,-119.7816,39.5712, 751.9, 2597, 22.5, -2.8, -2.5, 18, 18, 4.12,259, 9.8
2018-07-27 23:11:11,-119.7815,39.5713, 751.1, 2606, 22.4, -2.9, -2.6, 18, 18, 4.12,259, 9.8
2018-07-27 23:11:12,-119.7815,39.5713, 750.3, 2615, 22.3, -2.9, -2.6, 18, 18, 4.11,260, 9.7
2018-07-27 23:11:13,-119.7814,39.5712, 750.0, 2619, 22.3, -2.9, -2.6, 18, 18, 4.10,260, 9.7
2018-07-27 23:11:14,-119.7812,39.5712, 748.7, 2634, 22.1, -3.0, -2.7, 18, 18, 4.08,260, 9.7
2018-07-27 23:11:15,-119.7811,39.5712, 747.9, 2643, 22.0, -3.1, -2.7, 18, 18, 4.07,260, 9.7
2018-07-27 23:11:16,-119.7809,39.5713, 747.1, 2653, 21.9, -3.1, -2.8, 18, 18, 4.07,260, 9.6
2018-07-27 23:11:17,-119.7808,39.5714, 746.3, 2662, 21.8, -3.2, -2.8, 19, 19, 4.06,260, 9.5
2018-07-27 23:11:18,-119.7807,39.5714, 745.6, 2671, 21.7, -3.2, -2.9, 19, 19, 4.04,260, 9.5
2018-07-27 23:11:19,-119.7806,39.5715, 744.8, 2679, 21.6, -3.3, -2.9, 19, 19, 4.03,261, 9.4
2018-07-27 23:11:20,-119.7806,39.5715, 744.1, 2688, 21.6, -3.3, -3.0, 19, 19, 4.02,261, 9.4
2018-07-27 23:11:21,-119.7805,39.5715, 743.3, 2696, 21.5, -3.4, -3.0, 19, 19, 4.01,261, 9.4
2018-07-27 23:11:22,-119.7804,39.5714, 742.6, 2705, 21.4, -3.4, -3.0, 19, 19, 4.01,261, 9.4
2018-07-27 23:11:23,-119.7803,39.5714, 741.9, 2713, 21.3, -3.4, -3.0, 19, 19, 4.01,262, 9.4
2018-07-27 23:11:24,-119.7801,39.5714, 741.2, 2721, 21.2, -3.4, -3.0, 19, 19, 4.01,262, 9.4
2018-07-27 23:11:25,-119.7800,39.5714, 740.5, 2729, 21.1, -3.5, -3.1, 19, 19, 4.00,262, 9.3
2018-07-27 23:11:26,-119.7798,39.5715, 739.9, 2737, 21.0, -3.5, -3.1, 19, 19, 3.99,262, 9.2
2018-07-27 23:11:27,-119.7796,39.5715, 739.3, 2743, 20.9, -3.5, -3.1, 19, 19, 3.98,262, 9.2
2018-07-27 23:11:28,-119.7795,39.5716, 738.5, 2753, 20.8, -3.6, -3.2, 19, 19, 3.97,262, 9.1
2018-07-27 23:11:29,-119.7794,39.5716, 737.7, 2761, 20.7, -3.7, -3.2, 19, 19, 3.96,263, 9.1
2018-07-27 23:11:30,-119.7793,39.5715, 737.0, 2770, 20.6, -3.7, -3.3, 19, 19, 3.94,263, 9.0
2018-07-27 23:11:31,-119.7792,39.5715, 736.3, 2778, 20.5, -3.8, -3.4, 19, 19, 3.93,263, 9.0
2018-07-27 23:11:32,-119.7791,39.5715, 735.6, 2787, 20.4, -3.9, -3.4, 19, 19, 3.90,263, 8.9
2018-07-27 23:11:33,-119.7791,39.5715, 734.9, 2795, 20.3, -3.9, -3.5, 19, 19, 3.89,264, 8.9
2018-07-27 23:11:34,-119.7790,39.5715, 734.2, 2803, 20.2, -4.0, -3.5, 19, 19, 3.89,263, 8.8
2018-07-27 23:11:35,-119.7789,39.5715, 733.4, 2812, 20.1, -4.0, -3.6, 19, 19, 3.88,263, 8.7
2018-07-27 23:11:36,-119.7788,39.5716, 732.7, 2820, 20.0, -4.0, -3.6, 19, 19, 3.87,263, 8.7
2018-07-27 23:11:37,-119.7788,39.5716, 732.0, 2829, 20.0, -4.1, -3.6, 19, 19, 3.87,263, 8.7
2018-07-27 23:11:38,-119.7787,39.5715, 731.3, 2837, 19.9, -4.1, -3.6, 19, 19, 3.87,263, 8.7
2018-07-27 23:11:39,-119.7786,39.5715, 730.6, 2845, 19.9, -4.1, -3.6, 20, 20, 3.87,263, 8.7
2018-07-27 23:11:40,-119.7785,39.5715, 729.9, 2854, 19.8, -4.1, -3.6, 20, 20, 3.87,263, 8.6
2018-07-27 23:11:41,-119.7784,39.5714, 729.2, 2862, 19.7, -4.1, -3.6, 20, 20, 3.87,263, 8.6
2018-07-27 23:11:42,-119.7782,39.5714, 728.5, 2870, 19.7, -4.1, -3.6, 20, 20, 3.87,262, 8.6
2018-07-27 23:11:43,-119.7781,39.5714, 727.8, 2878, 19.6, -4.2, -3.7, 20, 20, 3.86,262, 8.6
2018-07-27 23:11:44,-119.7781,39.5714, 727.1, 2886, 19.6, -4.2, -3.7, 20, 20, 3.85,261, 8.5
2018-07-27 23:11:45,-119.7780,39.5714, 726.5, 2894, 19.5, -4.3, -3.8, 20, 20, 3.83,261, 8.5
2018-07-27 23:11:46,-119.7780,39.5714, 725.8, 2902, 19.4, -4.3, -3.8, 20, 20, 3.82,261, 8.5
2018-07-27 23:11:47,-119.7779,39.5714, 725.1, 2910, 19.3, -4.4, -3.9, 20, 20, 3.80,261, 8.5
2018-07-27 23:11:48,-119.7778,39.5715, 724.4, 2918, 19.2, -4.5, -4.0, 20, 20, 3.79,260, 8.5
2018-07-27 23:11:49,-119.7776,39.5715, 723.8, 2926, 19.1, -4.5, -4.0, 20, 20, 3.78,259, 8.6
2018-07-27 23:11:50,-119.7775,39.5716, 723.1, 2934, 19.0, -4.5, -4.0, 20, 20, 3.78,258, 8.5
2018-07-27 23:11:51,-119.7774,39.5716, 722.4, 2942, 18.9, -4.6, -4.1, 20, 20, 3.76,258, 8.5
2018-07-27 23:11:52,-119.7773,39.5717, 721.7, 2950, 18.8, -4.6, -4.1, 20, 20, 3.76,258, 8.5
2018-07-27 23:11:53,-119.7773,39.5717, 721.0, 2959, 18.8, -4.7, -4.1, 20, 20, 3.75,258, 8.4
2018-07-27 23:11:54,-119.7772,39.5717, 720.3, 2967, 18.7, -4.7, -4.2, 20, 20, 3.75,258, 8.4
2018-07-27 23:11:55,-119.7771,39.5717, 719.6, 2975, 18.6, -4.7, -4.2, 20, 20, 3.75,257, 8.4
2018-07-27 23:11:56,-119.7770,39.5717, 718.9, 2983, 18.5, -4.7, -4.2, 20, 20, 3.74,257, 8.4
2018-07-27 23:11:57,-119.7769,39.5717, 718.2, 2992, 18.4, -4.8, -4.2, 20, 20, 3.74,256, 8.4
2018-07-27 23:11:58,-119.7767,39.5718, 717.5, 3001, 18.3, -4.8, -4.3, 20, 20, 3.73,256, 8.4
2018-07-27 23:11:59,-119.7765,39.5718, 716.7, 3009, 18.3, -4.9, -4.3, 20, 20, 3.72,256, 8.5
2018-07-27 23:12:00,-119.7764,39.5719, 716.0, 3018, 18.2, -4.9, -4.3, 20, 20, 3.71,255, 8.4
2018-07-27 23:12:01,-119.7763,39.5719, 715.3, 3027, 18.1, -4.9, -4.4, 20, 20, 3.71,255, 8.4
2018-07-27 23:12:02,-119.7763,39.5720, 714.6, 3036, 18.0, -4.9, -4.4, 21, 21, 3.70,255, 8.4
2018-07-27 23:12:03,-119.7762,39.5720, 713.8, 3044, 17.9, -5.0, -4.4, 21, 21, 3.70,255, 8.3
2018-07-27 23:12:04,-119.7762,39.5720, 713.1, 3053, 17.8, -5.0, -4.5, 21, 21, 3.69,255, 8.3
2018-07-27 23:12:05,-119.7761,39.5720, 712.3, 3062, 17.7, -5.1, -4.5, 21, 21, 3.68,254, 8.3
2018-07-27 23:12:06,-119.7760,39.5719, 711.6, 3071, 17.6, -5.1, -4.5, 21, 21, 3.68,254, 8.3
2018-07-27 23:12:07,-119.7759,39.5719, 710.9, 3079, 17.5, -5.1, -4.6, 21, 21, 3.67,253, 8.4
2018-07-27 23:12:08,-119.7757,39.5720, 710.2, 3088, 17.4, -5.2, -4.6, 21, 21, 3.67,253, 8.4
2018-07-27 23:12:09,-119.7756,39.5720, 709.5, 3097, 17.3, -5.2, -4.6, 21, 21, 3.67,253, 8.4
