time,longitude,latitude,pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
2018-07-27 23:30:03,-119.6709,39.6370, 340.5, 8808,-28.9,-54.5,-50.3,  7,  9, 0.07,248,13.9
2018-07-27 23:30:04,-119.6707,39.6370, 340.3, 8812,-29.0,-54.5,-50.4,  7,  9, 0.07,248,14.0
2018-07-27 23:30:05,-119.6706,39.6371, 340.0, 8817,-29.0,-54.6,-50.4,  7,  9, 0.07,248,14.0
2018-07-27 23:30:06,-119.6704,39.6371, 339.8, 8823,-29.1,-54.7,-50.5,  7,  9, 0.07,248,14.0
2018-07-27 23:30:07,-119.6702,39.6372, 339.6, 8828,-29.1,-54.8,-50.6,  7,  9, 0.07,249,14.0
2018-07-27 23:30:08,-119.6701,39.6372, 339.3, 8833,-29.1,-54.8,-50.6,  7,  9, 0.07,249,14.1
2018-07-27 23:30:09,-119.6699,39.6373, 339.1, 8838,-29.1,-54.9,-50.7,  7,  9, 0.07,249,14.1
2018-07-27 23:30:10,-119.6698,39.6374, 338.8, 8843,-29.2,-54.9,-50.7,  7,  9, 0.07,249,14.0
2018-07-27 23:30:11,-119.6697,39.6374, 338.6, 8848,-29.2,-55.0,-50.8,  7,  9, 0.07,249,14.0
2018-07-27 23:30:12,-119.6695,39.6375, 338.3, 8854,-29.3,-55.1,-50.8,  7,  9, 0.07,249,14.0
2018-07-27 23:30:13,-119.6694,39.6375, 338.1, 8859,-29.4,-55.1,-50.9,  7,  9, 0.07,249,14.0
2018-07-27 23:30:14,-119.6692,39.6375, 337.8, 8864,-29.4,-55.1,-50.9,  7,  9, 0.06,250,14.0
2018-07-27 23:30:15,-119.6691,39.6375, 337.6, 8870,-29.5,-55.1,-50.9,  7,  9, 0.07,250,14.0
2018-07-27 23:30:16,-119.6689,39.6376, 337.3, 8875,-29.5,-55.1,-50.9,  7,  9, 0.07,250,14.0
2018-07-27 23:30:17,-119.6687,39.6376, 337.1, 8880,-29.5,-55.1,-50.8,  7,  9, 0.07,250,14.0
2018-07-27 23:30:18,-119.6685,39.6376, 336.8, 8886,-29.6,-55.1,-50.8,  7,  9, 0.07,250,14.0
2018-07-27 23:30:19,-119.6683,39.6377, 336.5, 8891,-29.6,-55.0,-50.8,  7,  9, 0.07,250,14.0
2018-07-27 23:30:20,-119.6682,39.6377, 336.3, 8897,-29.7,-55.0,-50.8,  7,  9, 0.07,251,14.0
2018-07-27 23:30:21,-119.6680,39.6378, 336.0, 8902,-29.7,-55.0,-50.8,  7,  9, 0.07,251,14.0
2018-07-27 23:30:22,-119.6679,39.6378, 335.8, 8907,-29.7,-55.0,-50.8,  7,  9, 0.07,251,14.0
2018-07-27 23:30:23,-119.6678,39.6378, 335.6, 8912,-29.8,-55.0,-50.8,  7,  9, 0.07,251,14.0
2018-07-27 23:30:24,-119.6676,39.6379, 335.3, 8918,-29.8,-55.0,-50.8,  7,  9, 0.07,251,14.0
2018-07-27 23:30:25,-119.6675,39.6379, 335.1, 8923,-29.9,-55.0,-50.8,  7,  9, 0.07,251,14.0
2018-07-27 23:30:26,-119.6673,39.6380, 334.8, 8928,-29.9,-55.0,-50.8,  7,  9, 0.07,251,14.0
2018-07-27 23:30:27,-119.6671,39.6380, 334.6, 8933,-29.9,-55.0,-50.8,  7,  9, 0.07,251,14.0
2018-07-27 23:30:28,-119.6670,39.6380, 334.3, 8938,-30.0,-55.0,-50.8,  7,  9, 0.07,251,14.0
2018-07-27 23:30:29,-119.6668,39.6381, 334.1, 8943,-30.0,-55.0,-50.8,  7,  9, 0.07,251,14.0
2018-07-27 23:30:30,-119.6666,39.6381, 333.9, 8948,-30.1,-55.0,-50.8,  7,  9, 0.07,251,14.0
2018-07-27 23:30:31,-119.6665,39.6382, 333.6, 8953,-30.1,-55.0,-50.8,  7, 10, 0.07,251,14.0
2018-07-27 23:30:32,-119.6664,39.6382, 333.4, 8959,-30.2,-55.0,-50.8,  7, 10, 0.07,251,14.0
2018-07-27 23:30:33,-119.6663,39.6382, 333.1, 8964,-30.2,-55.0,-50.8,  7, 10, 0.07,251,14.0
2018-07-27 23:30:34,-119.6661,39.6382, 332.9, 8969,-30.2,-55.0,-50.8,  7, 10, 0.07,251,14.0
2018-07-27 23:30:35,-119.6660,39.6383, 332.6, 8974,-30.3,-55.0,-50.8,  7, 10, 0.07,251,14.1
2018-07-27 23:30:36,-119.6659,39.6384, 332.4, 8980,-30.3,-55.0,-50.8,  7, 10, 0.07,251,14.2
2018-07-27 23:30:37,-119.6657,39.6384, 332.1, 8985,-30.4,-55.1,-50.8,  7, 10, 0.07,251,14.2
2018-07-27 23:30:38,-119.6655,39.6384, 331.9, 8990,-30.5,-55.1,-50.9,  7, 10, 0.07,251,14.2
2018-07-27 23:30:39,-119.6654,39.6385, 331.7, 8995,-30.5,-55.1,-50.9,  7, 10, 0.07,251,14.3
2018-07-27 23:30:40,-119.6652,39.6385, 331.4, 9000,-30.6,-55.1,-50.9,  7, 10, 0.07,251,14.3
2018-07-27 23:30:41,-119.6650,39.6385, 331.2, 9006,-30.6,-55.1,-50.9,  7, 10, 0.07,251,14.4
2018-07-27 23:30:42,-119.6649,39.6386, 330.9, 9011,-30.7,-55.1,-50.9,  7, 10, 0.07,251,14.4
2018-07-27 23:30:43,-119.6647,39.6386, 330.7, 9016,-30.7,-55.1,-50.9,  7, 10, 0.07,251,14.4
2018-07-27 23:30:44,-119.6645,39.6387, 330.5, 9021,-30.8,-55.2,-50.9,  7, 10, 0.07,251,14.4
2018-07-27 23:30:45,-119.6644,39.6387, 330.2, 9026,-30.8,-55.2,-50.9,  7, 10, 0.07,251,14.5
2018-07-27 23:30:46,-119.6642,39.6387, 330.0, 9030,-30.9,-55.2,-51.0,  7, 10, 0.07,251,14.5
2018-07-27 23:30:47,-119.6641,39.6388, 329.8, 9035,-30.9,-55.2,-51.0,  7, 10, 0.07,250,14.5
2018-07-27 23:30:48,-119.6639,39.6388, 329.6, 9040,-31.0,-55.2,-51.0,  8, 10, 0.07,250,14.6
2018-07-27 23:30:49,-119.6638,39.6389, 329.3, 9045,-31.0,-55.2,-51.0,  8, 10, 0.07,250,14.6
2018-07-27 23:30:50,-119.6636,39.6389, 329.1, 9050,-31.1,-55.2,-51.0,  8, 10, 0.07,250,14.8
2018-07-27 23:30:51,-119.6635,39.6390, 328.9, 9055,-31.1,-55.2,-51.0,  8, 10, 0.07,250,14.9
2018-07-27 23:30:52,-119.6633,39.6390, 328.6, 9060,-31.1,-55.2,-51.0,  8, 10, 0.07,250,14.9
2018-07-27 23:30:53,-119.6631,39.6391, 328.4, 9066,-31.2,-55.2,-51.0,  8, 10, 0.07,250,15.0
2018-07-27 23:30:54,-119.6630,39.6391, 328.1, 9071,-31.2,-55.2,-51.0,  8, 10, 0.07,250,15.1
2018-07-27 23:30:55,-119.6628,39.6392, 327.9, 9076,-31.2,-55.2,-51.0,  8, 10, 0.07,250,15.1
2018-07-27 23:30:56,-119.6626,39.6392, 327.7, 9081,-31.3,-55.2,-51.0,  8, 10, 0.07,250,15.2
2018-07-27 23:30:57,-119.6625,39.6393, 327.4, 9087,-31.3,-55.2,-51.0,  8, 11, 0.07,250,15.3
2018-07-27 23:30:58,-119.6623,39.6393, 327.2, 9092,-31.3,-55.2,-51.0,  8, 11, 0.07,250,15.3
2018-07-27 23:30:59,-119.6621,39.6394, 326.9, 9098,-31.4,-55.2,-51.0,  8, 11, 0.07,250,15.5
2018-07-27 23:31:00,-119.6620,39.6394, 326.7, 9103,-31.5,-55.2,-51.0,  8, 11, 0.07,250,15.6
2018-07-27 23:31:01,-119.6619,39.6395, 326.4, 9108,-31.5,-55.3,-51.0,  8, 11, 0.07,249,15.6
2018-07-27 23:31:02,-119.6617,39.6396, 326.2, 9114,-31.6,-55.3,-51.0,  8, 11, 0.07,249,15.7
2018-07-27 23:31:03,-119.6615,39.6396, 325.9, 9119,-31.6,-55.3,-51.0,  8, 11, 0.07,250,15.8
2018-07-27 23:31:04,-119.6613,39.6397, 325.6, 9125,-31.7,-55.2,-51.0,  8, 11, 0.07,249,15.9
2018-07-27 23:31:05,-119.6611,39.6397, 325.4, 9131,-31.7,-55.2,-51.0,  8, 11, 0.07,249,15.9
2018-07-27 23:31:06,-119.6608,39.6397, 325.1, 9136,-31.8,-55.2,-51.0,  8, 11, 0.07,249,16.0
2018-07-27 23:31:07,-119.6607,39.6398, 324.9, 9142,-31.8,-55.1,-50.9,  8, 11, 0.07,249,16.0
2018-07-27 23:31:08,-119.6605,39.6398, 324.8, 9144,-31.8,-55.1,-50.9,  8, 11, 0.07,249,16.2
2018-07-27 23:31:09,-119.6604,39.6398, 324.3, 9154,-31.9,-55.1,-50.9,  8, 11, 0.07,249,16.2
2018-07-27 23:31:10,-119.6602,39.6399, 324.0, 9160,-31.9,-55.0,-50.8,  8, 11, 0.07,249,16.3
2018-07-27 23:31:11,-119.6601,39.6399, 323.8, 9166,-31.9,-55.0,-50.8,  8, 11, 0.07,248,16.3
2018-07-27 23:31:12,-119.6599,39.6400, 323.5, 9173,-31.9,-55.0,-50.8,  8, 12, 0.07,249,16.4
2018-07-27 23:31:13,-119.6597,39.6401, 323.2, 9179,-32.0,-55.0,-50.8,  8, 12, 0.07,248,16.6
2018-07-27 23:31:14,-119.6596,39.6401, 322.9, 9186,-32.0,-55.0,-50.8,  8, 12, 0.07,248,16.6
2018-07-27 23:31:15,-119.6594,39.6401, 322.6, 9192,-32.0,-55.0,-50.8,  8, 12, 0.07,248,16.7
2018-07-27 23:31:16,-119.6592,39.6402, 322.3, 9198,-32.0,-55.0,-50.8,  8, 12, 0.07,248,16.8
2018-07-27 23:31:17,-119.6590,39.6402, 322.0, 9205,-32.0,-55.0,-50.8,  9, 12, 0.07,248,16.9
2018-07-27 23:31:18,-119.6588,39.6403, 321.7, 9211,-32.1,-55.0,-50.8,  9, 12, 0.07,248,17.0
2018-07-27 23:31:19,-119.6586,39.6403, 321.4, 9217,-32.1,-55.0,-50.8,  9, 12, 0.07,247,17.0
2018-07-27 23:31:20,-119.6584,39.6404, 321.1, 9223,-32.2,-55.1,-50.9,  9, 12, 0.07,247,17.1
2018-07-27 23:31:21,-119.6582,39.6405, 320.9, 9229,-32.2,-55.1,-50.9,  9, 12, 0.07,247,17.2
2018-07-27 23:31:22,-119.6579,39.6405, 320.6, 9235,-32.3,-55.2,-50.9,  9, 12, 0.07,247,17.3
2018-07-27 23:31:23,-119.6578,39.6406, 320.3, 9241,-32.3,-55.2,-51.0,  9, 12, 0.07,247,17.3
2018-07-27 23:31:24,-119.6576,39.6407, 320.0, 9247,-32.4,-55.2,-51.0,  9, 12, 0.07,246,17.4
2018-07-27 23:31:25,-119.6574,39.6408, 319.8, 9253,-32.4,-55.2,-51.0,  9, 12, 0.07,246,17.5
2018-07-27 23:31:26,-119.6573,39.6408, 319.5, 9259,-32.5,-55.2,-51.0,  9, 12, 0.07,246,17.5
2018-07-27 23:31:27,-119.6571,39.6409, 319.2, 9266,-32.6,-55.3,-51.0,  9, 12, 0.07,246,17.6
2018-07-27 23:31:28,-119.6569,39.6409, 318.9, 9272,-32.6,-55.2,-51.0,  9, 12, 0.07,246,17.7
2018-07-27 23:31:29,-119.6567,39.6410, 318.7, 9278,-32.7,-55.2,-51.0,  9, 12, 0.07,246,17.8
2018-07-27 23:31:30,-119.6565,39.6411, 318.4, 9284,-32.7,-55.2,-51.0,  9, 12, 0.07,246,17.8
2018-07-27 23:31:31,-119.6563,39.6411, 318.1, 9291,-32.8,-55.2,-51.0,  9, 12, 0.07,246,17.9
2018-07-27 23:31:32,-119.6561,39.6412, 317.8, 9297,-32.9,-55.2,-51.0,  9, 12, 0.07,245,17.9
2018-07-27 23:31:33,-119.6559,39.6413, 317.5, 9303,-32.9,-55.1,-50.9,  9, 13, 0.07,245,17.9
2018-07-27 23:31:34,-119.6558,39.6414, 317.2, 9310,-33.0,-55.1,-50.9,  9, 13, 0.07,245,18.1
2018-07-27 23:31:35,-119.6556,39.6415, 316.9, 9316,-33.1,-55.0,-50.8,  9, 13, 0.07,245,18.1
2018-07-27 23:31:36,-119.6555,39.6415, 316.7, 9322,-33.1,-55.0,-50.8,  9, 13, 0.07,245,18.1
2018-07-27 23:31:37,-119.6553,39.6416, 316.4, 9329,-33.2,-55.0,-50.8, 10, 13, 0.07,245,18.2
2018-07-27 23:31:38,-119.6550,39.6417, 316.1, 9335,-33.2,-54.9,-50.7, 10, 13, 0.07,245,18.3
2018-07-27 23:31:39,-119.6548,39.6418, 315.8, 9342,-33.3,-54.9,-50.7, 10, 13, 0.07,245,18.3
2018-07-27 23:31:40,-119.6546,39.6418, 315.5, 9348,-33.3,-54.8,-50.6, 10, 14, 0.07,245,18.3
2018-07-27 23:31:41,-119.6544,39.6419, 315.2, 9354,-33.4,-54.8,-50.6, 10, 14, 0.07,245,18.4
2018-07-27 23:31:42,-119.6542,39.6419, 314.9, 9361,-33.4,-54.8,-50.6, 10, 14, 0.07,245,18.4
2018-07-27 23:31:43,-119.6540,39.6420, 314.6, 9367,-33.5,-54.8,-50.6, 10, 14, 0.07,245,18.4
2018-07-27 23:31:44,-119.6538,39.6421, 314.4, 9373,-33.6,-54.8,-50.6, 10, 14, 0.07,245,18.4
2018-07-27 23:31:45,-119.6537,39.6422, 314.1, 9379,-33.6,-54.7,-50.5, 10, 14, 0.07,245,18.5
2018-07-27 23:31:46,-119.6535,39.6423, 313.8, 9385,-33.6,-54.7,-50.5, 10, 14, 0.07,245,18.5
2018-07-27 23:31:47,-119.6533,39.6424, 313.5, 9391,-33.7,-54.7,-50.5, 10, 14, 0.07,245,18.6
2018-07-27 23:31:48,-119.6531,39.6424, 313.3, 9397,-33.7,-54.7,-50.5, 10, 14, 0.07,245,18.6
2018-07-27 23:31:49,-119.6529,39.6425, 313.0, 9403,-33.8,-54.7,-50.5, 10, 14, 0.07,245,18.6
2018-07-27 23:31:50,-119.6527,39.6426, 312.8, 9409,-33.8,-54.7,-50.5, 10, 15, 0.07,245,18.7
2018-07-27 23:31:51,-119.6525,39.6427, 312.5, 9415,-33.9,-54.7,-50.5, 10, 15, 0.07,245,18.7
2018-07-27 23:31:52,-119.6522,39.6427, 312.3, 9420,-33.9,-54.8,-50.6, 10, 15, 0.07,245,18.7
2018-07-27 23:31:53,-119.6520,39.6428, 312.0, 9426,-33.9,-54.8,-50.6, 10, 15, 0.07,246,18.8
2018-07-27 23:31:54,-119.6517,39.6429, 311.8, 9432,-34.0,-54.8,-50.6, 10, 15, 0.07,246,18.8
2018-07-27 23:31:55,-119.6515,39.6429, 311.5, 9437,-34.0,-54.9,-50.7, 10, 15, 0.07,246,18.8
2018-07-27 23:31:56,-119.6513,39.6430, 311.3, 9443,-34.1,-54.9,-50.7, 10, 15, 0.07,246,18.8
2018-07-27 23:31:57,-119.6512,39.6431, 311.0, 9449,-34.1,-55.0,-50.8, 10, 15, 0.07,246,18.8
2018-07-27 23:31:58,-119.6510,39.6431, 310.7, 9454,-34.1,-55.0,-50.8, 10, 14, 0.07,246,18.7
2018-07-27 23:31:59,-119.6508,39.6432, 310.5, 9460,-34.2,-55.1,-50.9, 10, 14, 0.07,246,18.7
2018-07-27 23:32:00,-119.6507,39.6432, 310.3, 9465,-34.2,-55.1,-50.9, 10, 14, 0.07,246,18.7
2018-07-27 23:32:01,-119.6505,39.6433, 310.0, 9471,-34.2,-55.1,-50.9, 10, 14, 0.07,246,18.8
2018-07-27 23:32:02,-119.6503,39.6434, 309.8, 9477,-34.2,-55.2,-50.9, 10, 14, 0.07,246,18.8
2018-07-27 23:32:03,-119.6500,39.6434, 309.5, 9482,-34.2,-55.2,-51.0, 10, 14, 0.07,246,18.8
2018-07-27 23:32:04,-119.6498,39.6435, 309.3, 9488,-34.2,-55.2,-51.0, 10, 14, 0.07,246,18.8
2018-07-27 23:32:05,-119.6496,39.6435, 309.0, 9493,-34.3,-55.2,-51.0, 10, 14, 0.07,246,18.8
2018-07-27 23:32:06,-119.6494,39.6436, 308.8, 9498,-34.3,-55.2,-51.0, 10, 14, 0.07,246,18.8
2018-07-27 23:32:07,-119.6492,39.6436, 308.6, 9503,-34.3,-55.2,-51.0, 10, 14, 0.07,246,18.8
2018-07-27 23:32:08,-119.6491,39.6437, 308.4, 9508,-34.3,-55.3,-51.1, 10, 14, 0.07,246,18.8
2018-07-27 23:32:09,-119.6489,39.6438, 308.1, 9513,-34.4,-55.3,-51.1, 10, 14, 0.07,247,18.9
2018-07-27 23:32:10,-119.6487,39.6439, 307.9, 9518,-34.4,-55.4,-51.1, 10, 14, 0.07,247,18.8
2018-07-27 23:32:11,-119.6485,39.6439, 307.7, 9524,-34.5,-55.4,-51.2, 10, 14, 0.07,247,18.8
2018-07-27 23:32:12,-119.6482,39.6440, 307.5, 9529,-34.5,-55.4,-51.2, 10, 14, 0.07,247,18.8
2018-07-27 23:32:13,-119.6480,39.6441, 307.2, 9534,-34.6,-55.5,-51.3, 10, 14, 0.07,247,18.8
2018-07-27 23:32:14,-119.6478,39.6442, 307.0, 9539,-34.7,-55.6,-51.3, 10, 14, 0.07,247,18.9
2018-07-27 23:32:15,-119.6476,39.6442, 306.8, 9544,-34.7,-55.6,-51.4, 10, 14, 0.07,247,18.9
2018-07-27 23:32:16,-119.6474,39.6443, 306.5, 9550,-34.8,-55.7,-51.5, 10, 14, 0.07,247,18.9
2018-07-27 23:32:17,-119.6472,39.6444, 306.3, 9555,-34.9,-55.8,-51.6, 10, 14, 0.07,248,18.8
2018-07-27 23:32:18,-119.6470,39.6445, 306.1, 9561,-34.9,-55.9,-51.7, 10, 14, 0.07,248,18.8
2018-07-27 23:32:19,-119.6468,39.6445, 305.8, 9566,-35.0,-56.0,-51.7, 10, 14, 0.06,248,18.8
2018-07-27 23:32:20,-119.6466,39.6446, 305.6, 9572,-35.1,-56.1,-51.8, 10, 14, 0.06,248,18.9
2018-07-27 23:32:21,-119.6464,39.6447, 305.3, 9577,-35.1,-56.2,-51.9, 10, 14, 0.06,248,18.9
2018-07-27 23:32:22,-119.6462,39.6448, 305.1, 9583,-35.2,-56.2,-52.0, 10, 14, 0.06,248,18.9
2018-07-27 23:32:23,-119.6460,39.6448, 304.8, 9589,-35.3,-56.3,-52.0, 10, 14, 0.06,248,18.8
2018-07-27 23:32:24,-119.6458,39.6449, 304.6, 9594,-35.3,-56.3,-52.1, 10, 14, 0.06,248,18.9
2018-07-27 23:32:25,-119.6456,39.6450, 304.4, 9599,-35.3,-56.4,-52.1, 10, 14, 0.06,248,18.9
2018-07-27 23:32:26,-119.6454,39.6450, 304.1, 9605,-35.4,-56.4,-52.1, 10, 14, 0.06,249,19.0
2018-07-27 23:32:27,-119.6452,39.6450, 303.9, 9610,-35.4,-56.4,-52.2, 10, 14, 0.06,249,19.0
2018-07-27 23:32:28,-119.6450,39.6451, 303.7, 9615,-35.4,-56.5,-52.2, 10, 14, 0.06,249,19.1
2018-07-27 23:32:29,-119.6448,39.6452, 303.4, 9620,-35.4,-56.5,-52.2, 10, 14, 0.06,249,19.1
2018-07-27 23:32:30,-119.6446,39.6452, 303.2, 9625,-35.4,-56.5,-52.2, 10, 14, 0.06,249,19.1
2018-07-27 23:32:31,-119.6444,39.6453, 303.0, 9631,-35.4,-56.5,-52.3, 10, 14, 0.06,249,19.1
2018-07-27 23:32:32,-119.6442,39.6453, 302.8, 9636,-35.4,-56.6,-52.3, 10, 14, 0.06,250,19.2
2018-07-27 23:32:33,-119.6440,39.6454, 302.5, 9641,-35.5,-56.6,-52.3, 10, 14, 0.06,250,19.2
2018-07-27 23:32:34,-119.6438,39.6454, 302.3, 9646,-35.5,-56.6,-52.4, 10, 14, 0.06,250,19.3
2018-07-27 23:32:35,-119.6436,39.6455, 302.1, 9652,-35.6,-56.7,-52.4, 10, 14, 0.06,250,19.3
2018-07-27 23:32:36,-119.6434,39.6456, 301.9, 9657,-35.6,-56.7,-52.4, 10, 14, 0.06,250,19.4
2018-07-27 23:32:37,-119.6431,39.6456, 301.6, 9662,-35.7,-56.7,-52.5, 10, 14, 0.06,250,19.5
2018-07-27 23:32:38,-119.6429,39.6457, 301.4, 9668,-35.7,-56.7,-52.5, 10, 14, 0.06,250,19.5
2018-07-27 23:32:39,-119.6427,39.6457, 301.1, 9673,-35.8,-56.8,-52.5, 10, 14, 0.06,250,19.6
2018-07-27 23:32:40,-119.6425,39.6458, 300.9, 9678,-35.9,-56.8,-52.5, 10, 14, 0.06,250,19.5
2018-07-27 23:32:41,-119.6423,39.6458, 300.7, 9684,-35.9,-56.8,-52.5, 10, 14, 0.06,250,19.6
2018-07-27 23:32:42,-119.6421,39.6459, 300.5, 9689,-36.0,-56.8,-52.5, 10, 14, 0.06,250,19.7
2018-07-27 23:32:43,-119.6419,39.6459, 300.2, 9694,-36.0,-56.8,-52.5, 10, 14, 0.06,251,19.8
2018-07-27 23:32:44,-119.6417,39.6460, 300.0, 9700,-36.1,-56.7,-52.5, 10, 15, 0.06,251,19.8
2018-07-27 23:32:45,-119.6414,39.6461, 299.8, 9705,-36.1,-56.7,-52.4, 10, 15, 0.06,251,19.9
2018-07-27 23:32:46,-119.6411,39.6461, 299.6, 9710,-36.2,-56.7,-52.4, 10, 15, 0.06,251,20.0
2018-07-27 23:32:47,-119.6409,39.6462, 299.3, 9715,-36.2,-56.6,-52.3, 11, 15, 0.06,251,20.0
2018-07-27 23:32:48,-119.6407,39.6462, 299.1, 9720,-36.3,-56.6,-52.3, 11, 15, 0.06,251,20.1
2018-07-27 23:32:49,-119.6405,39.6463, 298.9, 9725,-36.3,-56.5,-52.2, 11, 15, 0.06,251,20.1
2018-07-27 23:32:50,-119.6403,39.6463, 298.7, 9730,-36.3,-56.4,-52.2, 11, 16, 0.06,251,20.2
2018-07-27 23:32:51,-119.6401,39.6464, 298.4, 9736,-36.4,-56.4,-52.1, 11, 16, 0.06,250,20.4
2018-07-27 23:32:52,-119.6399,39.6465, 298.2, 9741,-36.4,-56.3,-52.1, 11, 16, 0.06,251,20.5
2018-07-27 23:32:53,-119.6397,39.6466, 298.0, 9746,-36.4,-56.3,-52.0, 11, 16, 0.06,251,20.6
2018-07-27 23:32:54,-119.6394,39.6467, 297.8, 9751,-36.5,-56.3,-52.0, 11, 16, 0.06,251,20.7
2018-07-27 23:32:55,-119.6392,39.6467, 297.5, 9757,-36.5,-56.2,-52.0, 11, 16, 0.06,251,20.7
2018-07-27 23:32:56,-119.6389,39.6468, 297.3, 9762,-36.6,-56.2,-52.0, 11, 16, 0.06,251,20.7
2018-07-27 23:32:57,-119.6387,39.6468, 297.1, 9767,-36.6,-56.2,-52.0, 12, 16, 0.06,251,20.9
2018-07-27 23:32:58,-119.6384,39.6468, 296.9, 9773,-36.6,-56.2,-52.0, 12, 17, 0.06,251,20.9
2018-07-27 23:32:59,-119.6382,39.6469, 296.6, 9778,-36.7,-56.2,-52.0, 12, 17, 0.06,251,21.0
2018-07-27 23:33:00,-119.6380,39.6470, 296.4, 9784,-36.8,-56.2,-52.0, 12, 17, 0.06,251,21.1
2018-07-27 23:33:01,-119.6378,39.6470, 296.2, 9789,-36.8,-56.2,-52.0, 12, 17, 0.06,251,21.1
2018-07-27 23:33:02,-119.6376,39.6471, 295.9, 9794,-36.8,-56.2,-52.0, 12, 17, 0.06,251,21.2
2018-07-27 23:33:03,-119.6373,39.6472, 295.7, 9800,-36.9,-56.2,-52.0, 12, 17, 0.06,251,21.3
2018-07-27 23:33:04,-119.6371,39.6472, 295.5, 9805,-36.9,-56.2,-51.9, 12, 17, 0.07,251,21.3
2018-07-27 23:33:05,-119.6368,39.6473, 295.2, 9811,-36.9,-56.2,-51.9, 12, 17, 0.07,251,21.4
2018-07-27 23:33:06,-119.6366,39.6474, 295.0, 9816,-37.0,-56.2,-51.9, 12, 17, 0.07,251,21.5
2018-07-27 23:33:07,-119.6364,39.6475, 294.8, 9821,-37.0,-56.1,-51.9, 12, 17, 0.07,251,21.5
2018-07-27 23:33:08,-119.6362,39.6475, 294.5, 9827,-37.1,-56.1,-51.9, 12, 18, 0.07,251,21.6
2018-07-27 23:33:09,-119.6359,39.6476, 294.3, 9832,-37.1,-56.0,-51.8, 12, 18, 0.07,251,21.7
2018-07-27 23:33:10,-119.6357,39.6477, 294.1, 9837,-37.1,-56.0,-51.7, 12, 18, 0.07,251,21.7
2018-07-27 23:33:11,-119.6355,39.6477, 293.9, 9842,-37.1,-55.9,-51.7, 13, 18, 0.07,251,21.8
2018-07-27 23:33:12,-119.6352,39.6477, 293.7, 9847,-37.2,-55.9,-51.7, 13, 18, 0.07,251,21.9
2018-07-27 23:33:13,-119.6350,39.6478, 293.5, 9852,-37.2,-55.9,-51.6, 13, 18, 0.07,251,21.9
2018-07-27 23:33:14,-119.6347,39.6479, 293.2, 9858,-37.3,-55.9,-51.6, 13, 18, 0.07,251,21.9
2018-07-27 23:33:15,-119.6345,39.6479, 293.0, 9863,-37.3,-55.9,-51.6, 13, 19, 0.07,251,21.9
2018-07-27 23:33:16,-119.6342,39.6480, 292.8, 9868,-37.4,-55.9,-51.7, 13, 19, 0.07,251,22.0
2018-07-27 23:33:17,-119.6340,39.6481, 292.6, 9873,-37.4,-55.9,-51.7, 13, 19, 0.07,251,22.0
2018-07-27 23:33:18,-119.6337,39.6482, 292.4, 9878,-37.5,-56.0,-51.7, 13, 19, 0.07,252,22.1
2018-07-27 23:33:19,-119.6335,39.6482, 292.2, 9883,-37.6,-56.0,-51.8, 13, 19, 0.07,252,22.2
2018-07-27 23:33:20,-119.6332,39.6483, 292.0, 9888,-37.6,-56.0,-51.8, 13, 19, 0.07,252,22.2
2018-07-27 23:33:21,-119.6329,39.6484, 291.7, 9893,-37.6,-56.1,-51.8, 13, 19, 0.07,252,22.2
2018-07-27 23:33:22,-119.6327,39.6485, 291.5, 9898,-37.7,-56.1,-51.8, 13, 19, 0.07,252,22.3
2018-07-27 23:33:23,-119.6325,39.6485, 291.3, 9903,-37.7,-56.1,-51.8, 13, 19, 0.07,252,22.3
2018-07-27 23:33:24,-119.6322,39.6485, 291.1, 9907,-37.7,-56.1,-51.9, 13, 19, 0.07,252,22.3
2018-07-27 23:33:25,-119.6320,39.6486, 290.9, 9912,-37.7,-56.1,-51.9, 13, 19, 0.07,252,22.4
2018-07-27 23:33:26,-119.6317,39.6486, 290.7, 9917,-37.8,-56.1,-51.9, 13, 19, 0.07,253,22.3
2018-07-27 23:33:27,-119.6315,39.6487, 290.5, 9922,-37.8,-56.2,-51.9, 13, 19, 0.07,253,22.3
2018-07-27 23:33:28,-119.6312,39.6488, 290.3, 9927,-37.9,-56.2,-51.9, 13, 19, 0.07,253,22.4
2018-07-27 23:33:29,-119.6310,39.6488, 290.1, 9932,-37.9,-56.2,-51.9, 13, 19, 0.07,253,22.4
2018-07-27 23:33:30,-119.6307,39.6489, 289.9, 9937,-38.0,-56.2,-52.0, 13, 19, 0.07,253,22.4
2018-07-27 23:33:31,-119.6305,39.6490, 289.7, 9941,-38.0,-56.2,-52.0, 13, 19, 0.07,253,22.5
2018-07-27 23:33:32,-119.6302,39.6491, 289.5, 9946,-38.1,-56.2,-52.0, 13, 19, 0.07,253,22.5
2018-07-27 23:33:33,-119.6300,39.6491, 289.3, 9951,-38.1,-56.2,-51.9, 13, 19, 0.07,253,22.5
2018-07-27 23:33:34,-119.6297,39.6491, 289.1, 9956,-38.1,-56.1,-51.9, 14, 20, 0.07,253,22.5
2018-07-27 23:33:35,-119.6295,39.6492, 288.9, 9961,-38.2,-56.1,-51.9, 14, 20, 0.07,253,22.5
